ControlType.Pane | Claude
ControlType.DataItem | Море/бассейн
ControlType.DataItem | 3 авг – конец авг
ControlType.DataItem | British Centre 3×/нед
ControlType.DataItem | Море, поездки
ControlType.Text |
ControlType.Text | Получается естественная дуга: пара недель базы →
ControlType.Text | 4 недели погружения
ControlType.Text |  с носителями (с футболом во второй половине во вторую смену) → база до конца лета. Самый сильный английский — в середине, когда работают американцы.
ControlType.Text |
ControlType.Text | Два варианта по бюджету (на двоих детей, примерно)
ControlType.Text |
ControlType.Text | Максимум погружения
ControlType.Text |  (2 смены GASB, 1+2):
ControlType.Text |
ControlType.Text |
ControlType.ListItem | GASB: 1000 × 2 ребёнка × 2 смены = 4000 GEL
ControlType.Text | 4000 GEL
ControlType.Text |
ControlType.ListItem | Футбол (смена 2): 300 × 2 = 600 GEL
ControlType.Text | 600 GEL
ControlType.Text |
ControlType.ListItem | British Centre за лето: ≈ 1200–1400 GEL
ControlType.Text | 1200–1400 GEL
ControlType.Text |
ControlType.ListItem | Итого ≈ 5800–6000 GEL
ControlType.Text | Итого ≈ 5800–6000 GEL
ControlType.Text |
ControlType.Text |
ControlType.Text | Полегче/дешевле
ControlType.Text |  (1 смена GASB — лучше Смена 2 с футболом):
ControlType.Text |
ControlType.Text |
ControlType.ListItem | GASB: 1000 × 2 = 2000 GEL
ControlType.Text | 2000 GEL
ControlType.Text |
ControlType.ListItem | Футбол: 600 GEL
ControlType.Text | 600 GEL
ControlType.Text |
ControlType.ListItem | British Centre (больше недель базы): ≈ 1500 GEL
ControlType.Text | 1500 GEL
ControlType.Text |
ControlType.ListItem | Итого ≈ 4100 GEL
ControlType.Text | Итого ≈ 4100 GEL
ControlType.Text |
ControlType.Text |
ControlType.Text | Почему так работает
ControlType.Text |
ControlType.Text | GASB закрывает «прорыв» (носители, погружение), British Centre — «регулярность и не растерять» между сменами и в августе, а море/бассейн/футбол закрывают вторую половину дня и сам факт «чем занять». Ни один вариант в одиночку всего этого не даёт — а вместе закрывают все три твои цели.
ControlType.Text |
ControlType.Text | Два момента, которые надо подтвердить, прежде чем фиксировать план: в
ControlType.Text | GASB
ControlType.Text |  — какие смены ещё открыты (написать им и записаться), и в
ControlType.Text | British Centre
ControlType.Text |  — сходить на бесплатный тест, чтобы понять уровень и расписание.
ControlType.Text |
ControlType.Text | Хочешь, я оформлю это как одну наглядную страничку-план (можно добавить в документ по английскому или сделать отдельным файлом, чтобы и Дагу показать)?
ControlType.Group | Message actions
ControlType.Button | Copy
ControlType.Button | Read aloud
ControlType.Button | Give positive feedback
ControlType.Button | Give negative feedback
ControlType.Button | Retry
ControlType.Text | You said: Я не понимаю, какое время дня это все вместе займет?
ControlType.Text | Я не понимаю, какое время дня это все вместе займет?
ControlType.Group | Message actions
ControlType.Text | Jun 15
ControlType.Button | Retry
ControlType.Button | Edit
ControlType.Button | Copy
ControlType.Text | Claude responded: Хороший вопрос — и честный ответ: эта связка НЕ занимает весь день целиком.
ControlType.Button | Визуализировал дневное расписание и выявил пробелы в занятости
ControlType.Text | Визуализировал дневное расписание и выявил пробелы в занятости
ControlType.Text | Хороший вопрос — и честный ответ:
ControlType.Text | эта связка НЕ занимает весь день целиком.
ControlType.Text |  Давай разложу по часам, чтобы было видно, сколько реально «занято», а сколько остаётся на тебя.
ControlType.Text |
ControlType.Text | Сколько длится каждый кусок
ControlType.Text |
ControlType.Text |
ControlType.ListItem | GASB: 09:30–13:30 — это 4 часа, и всё, заканчивается в обед.
ControlType.Text | GASB:
ControlType.Text | 4 часа
ControlType.Text |
ControlType.ListItem | Футбол (только Смена 2): 14:00–15:30 — 1,5 часа после обеда.
ControlType.Text | Футбол (только Смена 2):
ControlType.Text | 1,5 часа
ControlType.Text |
ControlType.ListItem | British Centre: два урока по 50 мин = ~1 ч 40 мин за визит, и только 3 дня в неделю (время выбираешь сама в промежутке 9:00–21:00).
ControlType.Text | British Centre:
ControlType.Text | ~1 ч 40 мин за визит
ControlType.Text | 3 дня в неделю
ControlType.Text |
ControlType.Text |
ControlType.Text | Как выглядит день по фазам
ControlType.Text |
ControlType.Text | День в смену GASB (без футбола):
ControlType.Text |
ControlType.Group | Code
ControlType.Button | Copy to clipboard
ControlType.Text | 09:30 ──────── 13:30   GASB (занято, 4 ч)
ControlType.Text | 13:30 ──────── вечер   СВОБОДНО (обед + море/бассейн — организуешь ты)
ControlType.Text |
ControlType.Text | День в смену GASB + футбол (Смена 2):
ControlType.Text |
ControlType.Group | Code
ControlType.Button | Copy to clipboard
ControlType.Text | 09:30 ──────── 13:30   GASB (4 ч)
ControlType.Text | 13:30 ──────── 14:00   обед/переезд
ControlType.Text | 14:00 ──────── 15:30   футбол (1,5 ч)
ControlType.Text | 15:30 ──────── вечер   СВОБОДНО
ControlType.Text |
ControlType.Text | Это самый «полный» день — занято примерно
ControlType.Text | до 15
ControlType.Text | :30
ControlType.Text | .
ControlType.Text |
ControlType.Text | День British Centre (между сменами / в августе):
ControlType.Text |
ControlType.Group | Code
ControlType.Button | Copy to clipboard
ControlType.Text | утро ИЛИ день      ~1 ч 40 мин занятий (в выбранное тобой окно)
ControlType.Text | остальной день     СВОБОДНО
ControlType.Text |
ControlType.Text | И это
ControlType.Text | только 3 дня в неделю
ControlType.Text |  — в остальные 4 дня British Centre вообще нет.
ControlType.Text |
ControlType.Text | Честный итог
ControlType.Text |
ControlType.Text |
ControlType.ListItem | Максимум, что закрывается, — примерно полдня: GASB до 13:30, в лучшем случае (Смена 2) до 15:30 с футболом.
ControlType.Text | Максимум, что закрывается, — примерно полдня:
ControlType.Text |
ControlType.ListItem | British Centre день почти не занимает — это короткие занятия несколько раз в неделю, а не «куда деть ребёнка».
ControlType.Text | British Centre день почти не занимает
ControlType.Text |
ControlType.ListItem | Всё, что после обеда и в «не-лагерные» недели, — это твоя зона: море, бассейн, прогулки, поездки.
ControlType.Text | после обеда и в «не-лагерные» недели
ControlType.Text | твоя зона
ControlType.Text |
ControlType.Text |
ControlType.Text | То есть по твоей третьей цели —
ControlType.Text | «занять детей на весь день»
ControlType.Text |  — эта связка её
ControlType.Text | не закрывает.
ControlType.Text |  Она хорошо решает первые две (английский + structured занятость утром), но вторую половину дня всё равно организуешь ты.
ControlType.Text |
ControlType.Text | Если
ControlType.Text | главное — именно занять на полный день
ControlType.Text | , то по факту в Батуми это даёт только
ControlType.Text | «Лидер будущего»
ControlType.Text |  (8
ControlType.Text | :30
ControlType.Text | –18
ControlType.Text | :00
ControlType.Text | ) — но там английского мало. Получается развилка:
ControlType.Text | либо настоящий английский полдня (GASB), либо полный день, но слабый английский (Лидер).
ControlType.Text |  Совместить «и весь день, и сильный английский» в Батуми, увы, нечем — кроме как
ControlType.Text | самой достраивать день
ControlType.Text |  (GASB утром + бассейн/секция/няня днём).
ControlType.Text |
ControlType.Text | Хочешь, я прикину варианты, чем конкретно занять вторую половину дня (детские секции, бассейн с абонементом, дневные активности рядом с центром), чтобы добить день до вечера?
ControlType.Group | Message actions
ControlType.Button | Copy
ControlType.Button | Read aloud
ControlType.Button | Give positive feedback
ControlType.Button | Give negative feedback
ControlType.Button | Retry
ControlType.Text | You said: ну блин(
ControlType.Text | ну блин(
понимаешь, в этом-то основная проблема - что мне нужно работать. и если мне придется забирать детей в 13:30, то это фактически никакой работы и никакого отдыха.
можно юудет взять 1-2 смены Лидеров Будущего для моего отдыха и для полноценной работы.
Но тут еще вопрос - а английский мы подтянем? с этими двумя школами.
Затем, Катя на футбол ходить не будет. то есть мне только Диму водить - это полный отрыв от работы и беготня по городу. Это неудобно.
ControlType.Text | Спасибо тебе за помощь и за подведение итогов.
ControlType.Text | будем искать еще варианты
ControlType.Group | Message actions
ControlType.Text | Jun 15
ControlType.Button | Retry
ControlType.Button | Edit
ControlType.Button | Copy
ControlType.Text | Claude responded: Понимаю тебя полностью — и ты считаешь это абсолютно правильно.
ControlType.Text | Понимаю тебя полностью — и ты считаешь это абсолютно правильно. Когда нужно работать, «забрать в 13
ControlType.Text | :30
ControlType.Text | » = ни работы, ни отдыха, а беготня с одним ребёнком на футбол через весь город — это не решение, а новая проблема. Тут не в чем сомневаться, твоя логика верная.
ControlType.Text |
ControlType.Text | Давай я честно подобью, что у нас сейчас на руках, чтобы было от чего отталкиваться дальше:
ControlType.Text |
ControlType.Text |
ControlType.ListItem | Полный день + твоя работа: реально это закрывает только «Лидер будущего» (8:30–18:00). Английского там мало, но как «база, чтобы дети заняты весь день, а ты работаешь» — он единственный в своём роде.
ControlType.Text | Полный день + твоя работа:
ControlType.Text | «Лидер будущего»
ControlType.Text |
ControlType.ListItem | Английский: его можно подтянуть отдельно и без привязки к лагерю — например, British Centre короткими занятиями 3 раза в неделю (можно вечером, после того как ты забрала детей, или в выходной). То есть «занятость на день» и «английский» не обязаны быть в одном месте — их можно развести: день закрывает Лидер, английский — British Centre по вечерам/выходным.
ControlType.Text | Английский:
ControlType.Text | отдельно и без привязки к лагерю
ControlType.Text |
ControlType.ListItem | GASB и Шервуд по твоим вводным отпадают: GASB — полдня, Шервуд — неделя «уроков» за городом.
ControlType.Text |
ControlType.Text |
ControlType.Text | Так что одна из рабочих развязок может быть такой:
ControlType.Text | Лидер для дня и твоей работы + British Centre для английского в удобное время.
ControlType.Text |  Но прежде чем что-то советовать, надо узнать по Лидеру конкретику (смены, цена, сколько там реально английского) — а мы её ещё не запрашивали.
ControlType.Text |
ControlType.Text | Будем искать дальше — я рядом. Когда вернёшься к этому, можем для начала прицельно разобрать «Лидер будущего» (запросить смены/цены/распорядок) и заодно поискать другие
ControlType.Text | полнодневные
ControlType.Text |  детские форматы в Батуми, где оба ребёнка вместе и тебе не надо разрываться. И спасибо тебе — с тобой удобно работать, ты чётко формулируешь, что не подходит и почему.
ControlType.Group | Message actions
ControlType.Button | Copy
ControlType.Button | Read aloud
ControlType.Button | Give positive feedback
ControlType.Button | Give negative feedback
ControlType.Button | Retry
ControlType.Text | You said: Итак, Клод, задача на сегодня - создать удобный докумнт.
ControlType.Text | Итак, Клод, задача на сегодня - создать удобный докумнт. ДУмаю, html, где мы представим Дагу результаты наших поисков.
я хочу отразить результаты British Centre, GASB, «Лидер будущего» и Шервуд
ControlType.Text | нужно подумать, как это сделать лучше всего - нагляднее, без лишней инфо.
ControlType.Text | самое главное - занятость, количество английского, стоимость и длительность курса/смены.
предложи свой вариант.
нужен документ на английском
ControlType.Group | Message actions
ControlType.Text | Jun 15
ControlType.Button | Retry
ControlType.Button | Edit
ControlType.Button | Copy
ControlType.Text | Claude responded: Хорошая задача.
ControlType.Button | Архитектурируя сравнительный документ для аналитического восприятия
ControlType.Text | Архитектурируя сравнительный документ для аналитического восприятия
ControlType.Text | Хорошая задача. Прежде чем строить, предложу формат — чтобы Дагу было видно суть за 10 секунд:
ControlType.Text |
ControlType.Text | Идея документа:
ControlType.Text |  одна страница, в центре —
ControlType.Text | сравнительная матрица
ControlType.Text |  из 4 вариантов по твоим четырём осям (Day coverage / Amount of English / Cost / Duration). Качественные оси (занятость и английский) помечаю цветными чипами
ControlType.Text | Strong / Partial / Weak
ControlType.Text | , чтобы компромисс был виден глазами. Под таблицей — короткий блок «the core trade-off» (главный вывод: ни один вариант не даёт
ControlType.Text | и
ControlType.Text |  полный день,
ControlType.Text | и
ControlType.Text |  сильный английский) и мелкая пометка, что ещё надо уточнить (цена Лидера). Никакой лишней инфы — только то, что нужно для решения.
ControlType.Text |
ControlType.Text | Сначалагляну гайд по дизайну, потом соберу.
ControlType.Button | Спроектировал сравнительный документ с диаграммой компромиссов
ControlType.Text | Спроектировал сравнительный документ с диаграммой компромиссов
ControlType.Text | Гайд посмотрела. Собираю документ для Дага: одностраничник, hero —
ControlType.Text | диаграмма-компромисс
ControlType.Text |  (ось X «насколько освобождает день», ось Y «сила английского»), где видно, что
ControlType.Text | правый верхний угол пустой
ControlType.Text |  — ни один вариант не даёт сразу и полный день, и сильный английский. Под ней — компактная таблица по четырём осям и короткий вывод. Тон — деловой, под аналитика: акцент на данные (моноширинный шрифт для цифр), без лишнего декора.
ControlType.Button | Created a file, read a file
ControlType.Text | Created a file, read a file
ControlType.Text | Готово — одностраничный документ для Дага на английском.
ControlType.Text |
ControlType.Text | Как он устроен (сверху вниз):
ControlType.Text |
ControlType.Text |
ControlType.ListItem | Заголовок + одна строка цели — что нужен реальный прогресс в английском без срыва рабочего дня, и что оцениваем по двум сталкивающимся осям + цена и длительность.
ControlType.Text | Заголовок + одна строка цели
ControlType.Text |
ControlType.ListItem | Hero — диаграмма-компромисс. Точки-варианты на осях «сколько дня закрывает» (→) и «сила английского» (↑). Сразу видно главное: правый верхний угол пустой — там отдельно обведён пунктиром «Ideal — no option lives here». GASB вверху слева (сильный английский, полдня), Лидер внизу справа (полный день, мало английского), British Centre и Sherwood — в середине. Цвет точек = сила английского (зелёный/янтарный/красный).
ControlType.Text | Hero — диаграмма-компромисс.
ControlType.Text | правый верхний угол пустой
ControlType.Text |
ControlType.ListItem | Таблица «Side by side» — 4 варианта × твои четыре оси: Day coverage · English · Cost · Length. Качественные оси помечены чипами Strong / Partial / Weak, цифры — моноширинным шрифтом. У Sherwood занятость помечена «Strong*» с пояснением «но дети уезжают». У Лидера цена честно стоит «To confirm».
ControlType.Text | Таблица «Side by side»
ControlType.Text | Day coverage · English · Cost · Length.
ControlType.Text | Strong / Partial / Weak
ControlType.Text |
ControlType.ListItem | Bottom line — короткий вывод в рамке: занятость и английский тянут в разные стороны, единого решения нет, рабочий план = «вариант для дня» + отдельная «дорожка для английского».
ControlType.Text | Bottom line
ControlType.Text |
ControlType.ListItem | Footnote «Still to confirm» — что осталось уточнить (Лидер — смены/цена/сколько английского; GASB — какие смены открыты; British Centre — тест уровня; Sherwood — уже ответил полностью).
ControlType.Text | Footnote «Still to confirm»
ControlType.Text |
ControlType.Text |
ControlType.Text | Документ деловой, без лишнего, печатается в PDF чисто (есть @media print) и нормально схлопывается на телефоне.
ControlType.Text |
ControlType.Text | Если хочешь, могу: добавить пятую ось-колонку
ControlType.Text | «кто преподаёт» (носители/нет)
ControlType.Text |  — для Дага это часто решающий фактор силы английского; или подставить точные цены/смены Лидера, когда он ответит. Сказать — поправлю.
ControlType.Button | View Summer english options comparison
ControlType.Text | Summer english options comparison
ControlType.Text | Code
ControlType.Text |  ·
ControlType.Text | HTML
ControlType.Text |
ControlType.Button | Open Summer english options comparison
ControlType.Image | Open file on desktop
ControlType.Group | Message actions
ControlType.Button | Copy
ControlType.Button | Read aloud
ControlType.Button | Give positive feedback
ControlType.Button | Give negative feedback
ControlType.Button | Retry
ControlType.Text | You said: Клод, пока я проверяю сделанный тобой документ, я хочу, чтобы ты составил дополнительный текст, где мы укажем Lingvo Lab и Forest School (дневной лагерь, через…
ControlType.Text | Клод, пока я проверяю сделанный тобой документ, я хочу, чтобы ты составил дополнительный текст, где мы укажем Lingvo Lab и Forest School (дневной лагерь, через YOLO), что мы связались с ними, но пока ответа не получли. Дай краткие хараткеристики каждого места, с уклонм на то (если это правда), что это компромиссные варианты, а не идеальные - поясни, почему
ControlType.Text | также отметь отдельно, что мы прорабатывали выездные лагеря, к какому выводу пришли (они краткосрочные, дорогие, далеко от Батуми, английский не супер-интенсивный).
ControlType.Text | какой альтернативный план:
комбинировать, находить дополнительные курсы, искать просто лагеря дневного пребывания, провести доп.поиск и исследование
ControlType.Group | Message actions
ControlType.Text | Jun 15
ControlType.Button | Retry
ControlType.Button | Edit
ControlType.Button | Copy
ControlType.Text | Claude responded: Пока проверяешь — собрала компаньон-документ в том же стиле: «что ещё прорабатывали и план дальше».
ControlType.Button | Структурировал дополнительный документ с контактами и альтернативным планом
ControlType.Text | Структурировал дополнительный документ с контактами и альтернативным планом
ControlType.Text | Пока проверяешь — собрала компаньон-документ в том же стиле: «что ещё прорабатывали и план дальше». Тоже на английском, чтобы шёл в комплекте с первым для Дага.
ControlType.Button | Created a file, read a file
ControlType.Text | Created a file, read a file
ControlType.Text | Готово — компаньон-документ в том же стиле, что и первый.
ControlType.Text |
ControlType.Text | Что внутри (три блока):
ControlType.Text |
ControlType.Text | 1. Contacted · awaiting reply
ControlType.Text |  — две карточки с пометкой «Awaiting reply»:
ControlType.Text |
ControlType.Text |
ControlType.ListItem | Lingvo Lab — что это (мелкий языковой центр, Лермонтова 18, только Facebook, написали 15 июня) и почему компромисс: тот же тип, что British Centre — уроки, день не закрывает, преподаватели скорее не носители, и вообще неизвестно, есть ли у них детские летние группы.
ControlType.Text | Lingvo Lab
ControlType.Text | почему компромисс:
ControlType.Text |
ControlType.ListItem | Forest School (через YOLO) — что это (дневной 11:00–18:00, 7–16 лет, трансфер+питание включены, написали 15 июня) и почему компромисс: настоящая английская смена была всего одна (с носителем, 23–29 июня), остальные не про английский; плюс листинг выглядел прошлогодним — 2026 не подтверждён. Сильно по «занять день», слабо и неточно по английскому.
ControlType.Text | Forest School (через YOLO)
ControlType.Text | почему компромисс:
ControlType.Text |
ControlType.Text |
ControlType.Text | 2. Residential camps — explored, then set aside
ControlType.Text |  — почему выездные отложили, четыре причины списком:
ControlType.Text | краткосрочные
ControlType.Text |  (1 неделя),
ControlType.Text | дорогие
ControlType.Text |  (~1380–2480 GEL/ребёнок за неделю),
ControlType.Text | далеко от Батуми
ControlType.Text |  (на полпути к Тбилиси / Шекветили / Кахетия),
ControlType.Text | английский не интенсивный
ControlType.Text |  (~2,5 ч/день не-носители; вариант с носителями — устаревший листинг). Вывод: годятся как «сменить обстановку на неделю», но не как двигатель английского на лето.
ControlType.Text |
ControlType.Text | 3. The plan from here
ControlType.Text |  — четыре шага: (1)
ControlType.Text | комбинировать
ControlType.Text | , не искать одно идеальное место — «вариант для дня» + отдельная «дорожка для английского»; (2)
ControlType.Text | добавить целевой английский
ControlType.Text |  — центры и особенно репетиторы 1-на-1, в т.ч. носители, в удобное время; (3)
ControlType.Text | найти простой дневной лагерь
ControlType.Text |  — закрыть рабочий день, английский опционально; (4)
ControlType.Text | продолжить поиск
ControlType.Text |  — дожать ответы и поискать полнодневные лагеря и носителей-репетиторов.
ControlType.Text |
ControlType.Text | Внизу — пометка, что документ читается в паре с таблицей сравнения.
ControlType.Text |
ControlType.Text | Оба документа теперь единый комплект для Дага. Когда придут ответы от Lingvo Lab / Forest School / Лидера — обновлю. И если решишь двигаться по плану — могу начать с шага, который ты выберешь (например, прицельно поискать полнодневные дневные лагеря в центре Батуми или репетиторов-носителей).
ControlType.Button | View Summer english next steps
ControlType.Text | Summer english next steps
ControlType.Text | Code
ControlType.Text |  ·
ControlType.Text | HTML
ControlType.Text |
ControlType.Button | Open Summer english next steps
ControlType.Image | Open file on desktop
ControlType.Group | Message actions
ControlType.Button | Copy
ControlType.Button | Read aloud
ControlType.Button | Give positive feedback
ControlType.Button | Give negative feedback
ControlType.Button | Retry
ControlType.Text | You said: напиши еще такое дополнение в последний документ (кстати, ты великолепно их оформляешь!
ControlType.Text | напиши еще такое дополнение в последний документ (кстати, ты великолепно их оформляешь! я очень впечатлена, Клод!)
ControlType.Text | Моя текущая опция, которая кажется наиболее сильной - это GASBUS teachers · half-day и после окончания занятий там - обед, и я веду детей на уроки в British Centre lessons.
ControlType.Text | Минус - мой день разроблен.
Плюс - это недалеко друг от друга.
ControlType.Group | Message actions
ControlType.Text | Jun 15
ControlType.Button | Retry
ControlType.Button | Edit
ControlType.Button | Copy
ControlType.Text | Claude responded: Спасибо — очень приятно слышать!
ControlType.Button | Спроектировал выделенный блок с текущим планом и плюс-минусами
ControlType.Text | Спроектировал выделенный блок с текущим планом и плюс-минусами
ControlType.Text | Спасибо — очень приятно слышать! 😊 Добавлю этот блок в последний документ как твою
ControlType.Text | текущую ведущую опцию
ControlType.Text | , прямо вверху, чтобы Даг сразу видел направление.
ControlType.Button | Edited 2 files, read a file
ControlType.Text | Edited 2 files, read a file
ControlType.Text | Добавила — новым блоком
ControlType.Text | «Current leading plan»
ControlType.Text |  вверху документа (сразу после вступления, чтобы было первым, что видит Даг).
ControlType.Text |
ControlType.Text | Как он выглядит:
ControlType.Text |
ControlType.Text |
ControlType.ListItem | Подзаголовок «Ana's strongest option right now».
ControlType.Text |
ControlType.ListItem | Визуальная цепочка дня: GASB (09:30–13:30 · US teachers · immersion) → Lunch → British Centre (English lessons).
ControlType.Text | GASB (09
ControlType.Text | :30
ControlType.Text | –13
ControlType.Text | :30
ControlType.Text |  · US teachers · immersion) → Lunch → British Centre (English lessons).
ControlType.Text |
ControlType.ListItem | Под ней — два столбца:
+ Plus: школы недалеко друг от друга — короткий переход после обеда.
− Minus: день разорван (отвести → забрать в обед → обед → переход → уроки → снова забрать), нет цельного блока для работы.
ControlType.Text |
ControlType.ListItem | + Plus: школы недалеко друг от друга — короткий переход после обеда.
ControlType.Text | + Plus:
ControlType.Text |
ControlType.ListItem | − Minus: день разорван (отвести → забрать в обед → обед → переход → уроки → снова забрать), нет цельного блока для работы.
ControlType.Text | − Minus:
ControlType.Text |
ControlType.Text |
ControlType.ListItem | Внизу строка «Why it leads»: этот вариант даёт максимум английского за день (погружение с носителями утром + уроки после), а цена за это — раздробленный день.
ControlType.Text | «Why it leads»:
ControlType.Text |
ControlType.Text |
ControlType.Text | Так документ теперь честно отражает твоё реальное направление: самый сильный английский — да, но ценой рабочего дня. Это хорошо стыкуется с блоком «The plan from here» ниже (где шаг 1 — «комбинировать»), и видно, что твоя текущая опция — как раз пример такой комбинации, просто с известным минусом.
ControlType.Text |
ControlType.Text | Если захочешь, можем потом добавить рядом «улучшенную версию» этой же комбинации — например, чем заменить British Centre после обеда, чтобы день не дробился (репетитор-носитель, который приходит к вам домой в удобное время). Но это уже когда вернёшься к плану.
ControlType.Button | View Summer english next steps
ControlType.Text | Summer english next steps
ControlType.Text | Code
ControlType.Text |  ·
ControlType.Text | HTML
ControlType.Text |
ControlType.Button | Open Summer english next steps
ControlType.Image | Open file on desktop
ControlType.Group | Message actions
ControlType.Button | Copy
ControlType.Button | Read aloud
ControlType.Button | Give positive feedback
ControlType.Button | Give negative feedback
ControlType.Button | Retry
ControlType.Text | You said: Клод, внеси в табличку инфо от Forest School
ControlType.Text | Клод, внеси в табличку инфо от Forest School
все программы на русском с 22 июня начинатся смена с 11 до 18 часов.
Ответили в Инстаграм
ControlType.Group | Message actions
ControlType.Text | 11:27 AM
ControlType.Button | Retry
ControlType.Button | Edit
ControlType.Button | Copy
ControlType.Text | Claude responded: Вношу — и сразу замечу важное: раз все программы на русском, как вариант для английского Forest School отпадает.
ControlType.Button | Обновил таблицу и предложил синхронизировать документацию
ControlType.Text | Обновил таблицу и предложил синхронизировать документацию
ControlType.Text | Вношу — и сразу замечу важное: раз
ControlType.Text | все программы на русском
ControlType.Text | , как вариант для английского Forest School отпадает. Обновляю строку.
ControlType.Button | Ran a command, read a file
ControlType.Text | Ran a command, read a file
ControlType.Text | Готово. Строка Forest School обновлена:
ControlType.Text |
ControlType.Text |
ControlType.ListItem | Статус: «Есть ответ», ✅ Instagram.
ControlType.Text | Статус:
ControlType.Text |
ControlType.ListItem | Комментарий: все программы на русском; смена с 22 июня, 11:00–18:00; для английского не подходит (язык русский), но как полнодневный лагерь — вариант возможен.
ControlType.Text | Комментарий:
ControlType.Text | на русском
ControlType.Text | с 22 июня, 11
ControlType.Text | :00
ControlType.Text | –18
ControlType.Text | :00
ControlType.Text | не подходит
ControlType.Text |
ControlType.Text |
ControlType.Text | Это, по сути, закрывает Forest School как языковую опцию: красивый дневной лагерь с трансфером и питанием, удобное время (11–18, почти весь рабочий день), но
ControlType.Text | английского там нет
ControlType.Text |  — значит, к твоей главной цели он не относится. Зато он остаётся кандидатом по другой линии — как
ControlType.Text | простой дневной лагерь «занять детей на день»
ControlType.Text |  (шаг 3 в плане), если вы пойдёте по пути «день закрываем лагерем + английский отдельно».
ControlType.Text |
ControlType.Text | Один момент: в компаньон-документе (next-steps) карточка Forest School пока стоит как «Awaiting reply» и описывает английскую смену — а это теперь неверно (всё на русском). Хочешь, обновлю там карточку: переведу в «Replied», уберу про английскую смену и переформулирую как «полнодневный лагерь без английского — кандидат только на роль day-care»? Скажи — поправлю.
ControlType.Button | View English schools outreach
ControlType.Text | English schools outreach
ControlType.Text | Spreadsheet
ControlType.Text |  ·
ControlType.Text | XLSX
ControlType.Text |
ControlType.Button | Open in Drive
ControlType.Button | Open English schools outreach
ControlType.Image | Open file on desktop
ControlType.Group | Message actions
ControlType.Button | Copy
ControlType.Button | Read aloud
ControlType.Button | Give positive feedback
ControlType.Button | Give negative feedback
ControlType.Button | Retry
ControlType.Text | You said: Клод, помоги мне подсчитать, сколько я заплачу за курс занятий (давй отталкиваться от того, какая длителность одной единицы занятия у GASB) по преферабл програ…
ControlType.Text | Клод, помоги мне подсчитать, сколько я заплачу за курс занятий (давй отталкиваться от того, какая длителность одной единицы занятия у GASB) по преферабл программ GASB + British Centre как мы с тобой обсуждали. Ты знаешь стоимость, сложи, пожалуйста
ControlType.Group | Message actions
ControlType.Text | 11:34 AM
ControlType.Button | Retry
ControlType.Button | Edit
ControlType.Button | Copy
ControlType.Text | Claude responded: Давай посчитаю.
ControlType.Button | Сопоставил тарифы и рассчитал комбинированную стоимость программ
ControlType.Text | Сопоставил тарифы и рассчитал комбинированную стоимость программ
ControlType.Text | Давай посчитаю. За «единицу» беру, как ты просишь,
ControlType.Text | одну смену GASB = 2 недели
ControlType.Text | . Сначала зафиксирую цены (из их же ответов), потом сложу.
ControlType.Text |
ControlType.Text | Цены за единицу (на одного ребёнка)
ControlType.Text |
ControlType.Text |
ControlType.ListItem | GASB: 1000 GEL за смену (2 недели). Скидки за двоих детей у них нет.
ControlType.Text | GASB:
ControlType.Text |
ControlType.ListItem | British Centre: 250 GEL/месяц (акция — утро/день, до конца июля) или 350 GEL/месяц обычная цена. Учебники включены.
ControlType.Text | British Centre:
ControlType.Text |
ControlType.Text |
ControlType.Text | ⚠️ Важный нюанс: GASB считается
ControlType.Text | за 2-недельную смену
ControlType.Text | , а British Centre —
ControlType.Text | за месяц
ControlType.Text | . Один месяц British Centre ≈ две смены GASB. Поэтому в пересчёте на одну 2-недельную «единицу» British Centre — это примерно полмесяца.
ControlType.Text |
ControlType.Text | Стоимость за ОДНУ единицу (2 недели), на двоих детей
ControlType.Text |
ControlType.DataItem | Оба ребёнка
ControlType.DataItem | GASB (1 смена)
ControlType.DataItem | 2 × 1000 = 2000 GEL
ControlType.DataItem | British Centre (≈ полмесяца, по акции)
ControlType.DataItem | ≈ 250 GEL
ControlType.DataItem | Итого за 2 недели
ControlType.DataItem | ≈ 2250 GEL (~$830)
ControlType.Text |
ControlType.Text | (Если British Centre по обычной цене 350 — выйдет ≈ 2350 GEL.)
ControlType.Text |
ControlType.Text | Реалистичные итоги (раз British Centre платится помесячно)
ControlType.Text |
ControlType.Text | Вариант «1 смена GASB + 1 месяц British Centre»
ControlType.Text |  (на двоих):
ControlType.Text |
ControlType.Text |
ControlType.ListItem | GASB: 2000 + British Centre (акция): 500 = ≈ 2500 GEL (~$920)
ControlType.Text | ≈ 2500 GEL
ControlType.Text |
ControlType.Text |
ControlType.Text | Вариант «2 смены GASB подряд (≈ месяц) + 1 месяц British Centre»
ControlType.Text |  (на двоих):
ControlType.Text |
ControlType.Text |
ControlType.ListItem | GASB: 4000 + British Centre (акция): 500 = ≈ 4500 GEL (~$1660)
